,ID,Sobrevivente,Classe,Sexo,Idade,Irmãos e Esposos,Pais e Filhos,Bilhete,Tarifa,Cabine,Local de Embarque,Nome,Sobrenome
290,291,1,1,feminino,26.0,0,0,19877,78.85,,Southampton," Ellen ""Nellie""",Barber
291,292,1,1,feminino,19.0,1,0,11967,91.0792,B49,Cherbourg,Helen,Walton
292,293,0,2,masculino,36.0,0,0,SC/Paris 2163,12.875,D,Cherbourg, Rene Jacques,Levy
293,294,0,3,feminino,24.0,0,0,349236,8.85,,Southampton, Aloisia,Haas
294,295,0,3,masculino,24.0,0,0,349233,7.8958,,Southampton, Ivan,Mineff
295,296,0,1,masculino,,0,0,PC 17612,27.7208,,Cherbourg, Ervin G,Lewy
296,297,0,3,masculino,23.5,0,0,2693,7.2292,,Cherbourg, Mansour,Hanna
297,298,0,1,feminino,2.0,1,2,113781,151.55,C22 C26,Southampton, Helen Loraine,Allison
298,299,1,1,masculino,,0,0,19988,30.5,C106,Southampton, Adolphe,Saalfeld
299,300,1,1,feminino,50.0,0,1,PC 17558,247.5208,B58 B60,Cherbourg,Helene DeLaudeniere,Chaput
300,301,1,3,feminino,,0,0,9234,7.75,,Queenstown," Anna Katherine ""Annie Kate""",Kelly
301,302,1,3,masculino,,2,0,367226,23.25,,Queenstown, Bernard,McCoy
302,303,0,3,masculino,19.0,0,0,LINE,0.0,,Southampton, William Cahoone Jr,Johnson
303,304,1,2,feminino,,0,0,226593,12.35,E101,Queenstown, Nora A,Keane
304,305,0,3,masculino,,0,0,A/5 2466,8.05,,Southampton," Howard Hugh ""Harry""",Williams
305,306,1,1,masculino,0.92,1,2,113781,151.55,C22 C26,Southampton, Master. Hudson Trevor,Allison
306,307,1,1,feminino,,0,0,17421,110.8833,,Cherbourg, Margaret,Fleming
307,308,1,1,feminino,17.0,1,0,PC 17758,108.9,C65,Cherbourg,Maria Josefa Perez de Soto y,Vallejo
308,309,0,2,masculino,30.0,1,0,P/PP 3381,24.0,,Cherbourg, Samuel,Abelson
309,310,1,1,feminino,30.0,0,0,PC 17485,56.9292,E36,Cherbourg, Laura Mabel,Francatelli
310,311,1,1,feminino,24.0,0,0,11767,83.1583,C54,Cherbourg, Margaret Bechstein,Hays
311,312,1,1,feminino,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg, Emily Borie,Ryerson
312,313,0,2,feminino,26.0,1,1,250651,26.0,,Southampton,Anna,Sylfven
313,314,0,3,masculino,28.0,0,0,349243,7.8958,,Southampton, Ignjac,Hendekovic
314,315,0,2,masculino,43.0,1,1,F.C.C. 13529,26.25,,Southampton, Benjamin,Hart
315,316,1,3,feminino,26.0,0,0,347470,7.8542,,Southampton, Helmina Josefina,Nilsson
316,317,1,2,feminino,24.0,1,0,244367,26.0,,Southampton,Miriam,Sternin
317,318,0,2,masculino,54.0,0,0,29011,14.0,,Southampton, Dr. Ernest,Moraweck
318,319,1,1,feminino,31.0,0,2,36928,164.8667,C7,Southampton, Mary Natalie,Wick
319,320,1,1,feminino,40.0,1,1,16966,134.5,E34,Cherbourg,Margaretta Corning,Stone
320,321,0,3,masculino,22.0,0,0,A/5 21172,7.25,,Southampton, Samuel,Dennis
321,322,0,3,masculino,27.0,0,0,349219,7.8958,,Southampton, Yoto,Danoff
322,323,1,2,feminino,30.0,0,0,234818,12.35,,Queenstown, Hilda Mary,Slayter
323,324,1,2,feminino,22.0,1,1,248738,29.0,,Southampton,Sylvia Mae,Harbaugh
324,325,0,3,masculino,,8,2,CA. 2343,69.55,,Southampton, George John Jr,Sage
325,326,1,1,feminino,36.0,0,0,PC 17760,135.6333,C32,Cherbourg, Marie Grice,Young
326,327,0,3,masculino,61.0,0,0,345364,6.2375,,Southampton, Johan Hansen,Nysveen
327,328,1,2,feminino,36.0,0,0,28551,13.0,D,Southampton,Ada E,Hall
328,329,1,3,feminino,31.0,1,1,363291,20.525,,Southampton,Emily Alice,Brown
329,330,1,1,feminino,16.0,0,1,111361,57.9792,B18,Cherbourg, Jean Gertrude,Hippach
330,331,1,3,feminino,,2,0,367226,23.25,,Queenstown, Agnes,McCoy
331,332,0,1,masculino,45.5,0,0,113043,28.5,C124,Southampton, Austen,Partner
332,333,0,1,masculino,38.0,0,1,PC 17582,153.4625,C91,Southampton, George Edward,Graham
333,334,0,3,masculino,16.0,2,0,345764,18.0,,Southampton, Leo Edmondus Vander,Planke
334,335,1,1,feminino,,1,0,PC 17611,133.65,,Southampton,Clara,Heinsheimer
335,336,0,3,masculino,,0,0,349225,7.8958,,Southampton, Mitto,Denkoff
336,337,0,1,masculino,29.0,1,0,113776,66.6,C2,Southampton, Thomas Clinton,Pears
337,338,1,1,feminino,41.0,0,0,16966,134.5,E40,Cherbourg, Elizabeth Margaret,Burns
338,339,1,3,masculino,45.0,0,0,7598,8.05,,Southampton, Karl Edwart,Dahl
339,340,0,1,masculino,45.0,0,0,113784,35.5,T,Southampton, Stephen Weart,Blackwell
340,341,1,2,masculino,2.0,1,1,230080,26.0,F2,Southampton, Master. Edmond Roger,Navratil
341,342,1,1,feminino,24.0,3,2,19950,263.0,C23 C25 C27,Southampton, Alice Elizabeth,Fortune
342,343,0,2,masculino,28.0,0,0,248740,13.0,,Southampton, Erik Gustaf,Collander
343,344,0,2,masculino,25.0,0,0,244361,13.0,,Southampton, Charles Frederick Waddington,Sedgwick
344,345,0,2,masculino,36.0,0,0,229236,13.0,,Southampton, Stanley Hubert,Fox
345,346,1,2,feminino,24.0,0,0,248733,13.0,F33,Southampton," Amelia ""Mildred""",Brown
346,347,1,2,feminino,40.0,0,0,31418,13.0,,Southampton, Marion Elsie,Smith
347,348,1,3,feminino,,1,0,386525,16.1,,Southampton,Mary E,Finck
348,349,1,3,masculino,3.0,1,1,C.A. 37671,15.9,,Southampton," Master. William Loch ""William""",Coutts
349,350,0,3,masculino,42.0,0,0,315088,8.6625,,Southampton, Jovan,Dimic
350,351,0,3,masculino,23.0,0,0,7267,9.225,,Southampton, Nils Martin,Odahl
351,352,0,1,masculino,,0,0,113510,35.0,C128,Southampton, Fletcher Fellows,Williams-Lambert
352,353,0,3,masculino,15.0,1,1,2695,7.2292,,Cherbourg, Tannous,Elias
353,354,0,3,masculino,25.0,1,0,349237,17.8,,Southampton, Josef,Arnold-Franchi
354,355,0,3,masculino,,0,0,2647,7.225,,Cherbourg, Wazli,Yousif
355,356,0,3,masculino,28.0,0,0,345783,9.5,,Southampton, Leo Peter Vanden,Steen
356,357,1,1,feminino,22.0,0,1,113505,55.0,E33,Southampton, Elsie Edith,Bowerman
357,358,0,2,feminino,38.0,0,0,237671,13.0,,Southampton, Annie Clemmer,Funk
358,359,1,3,feminino,,0,0,330931,7.8792,,Queenstown, Mary,McGovern
359,360,1,3,feminino,,0,0,330980,7.8792,,Queenstown," Helen Mary ""Ellie""",Mockler
360,361,0,3,masculino,40.0,1,4,347088,27.9,,Southampton, Wilhelm,Skoog
361,362,0,2,masculino,29.0,1,0,SC/PARIS 2167,27.7208,,Cherbourg, Sebastiano del,Carlo
362,363,0,3,feminino,45.0,0,1,2691,14.4542,,Cherbourg,Catherine,David
363,364,0,3,masculino,35.0,0,0,SOTON/O.Q. 3101310,7.05,,Southampton, Adola,Asim
364,365,0,3,masculino,,1,0,370365,15.5,,Queenstown, Thomas,O'Brien
365,366,0,3,masculino,30.0,0,0,C 7076,7.25,,Southampton, Mauritz Nils Martin,Adahl
366,367,1,1,feminino,60.0,1,0,110813,75.25,D37,Cherbourg,Anna Sophia,Atkinson
367,368,1,3,feminino,,0,0,2626,7.2292,,Cherbourg,Mantoura,Boulos
368,369,1,3,feminino,,0,0,14313,7.75,,Queenstown, Annie,Jermyn
369,370,1,1,feminino,24.0,0,0,PC 17477,69.3,B35,Cherbourg, Mme. Leontine Pauline,Aubart
370,371,1,1,masculino,25.0,1,0,11765,55.4417,E50,Cherbourg, George Achilles,Harder
371,372,0,3,masculino,18.0,1,0,3101267,6.4958,,Southampton, Jakob Alfred,Wiklund
372,373,0,3,masculino,19.0,0,0,323951,8.05,,Southampton, William Thomas,Beavan
373,374,0,1,masculino,22.0,0,0,PC 17760,135.6333,,Cherbourg, Sante,Ringhini
374,375,0,3,feminino,3.0,3,1,349909,21.075,,Southampton, Stina Viola,Palsson
375,376,1,1,feminino,,1,0,PC 17604,82.1708,,Cherbourg,Leila,Saks
376,377,1,3,feminino,22.0,0,0,C 7077,7.25,,Southampton, Aurora Adelia,Landergren
377,378,0,1,masculino,27.0,0,2,113503,211.5,C82,Cherbourg, Harry Elkins,Widener
378,379,0,3,masculino,20.0,0,0,2648,4.0125,,Cherbourg, Tannous,Betros
379,380,0,3,masculino,19.0,0,0,347069,7.775,,Southampton, Karl Gideon,Gustafsson
380,381,1,1,feminino,42.0,0,0,PC 17757,227.525,,Cherbourg, Rosalie,Bidois
381,382,1,3,feminino,1.0,0,2,2653,15.7417,,Cherbourg," Maria (""Mary"")",Nakid
382,383,0,3,masculino,32.0,0,0,STON/O 2. 3101293,7.925,,Southampton, Juho,Tikkanen
383,384,1,1,feminino,35.0,1,0,113789,52.0,,Southampton,Mary Aline,Towner
384,385,0,3,masculino,,0,0,349227,7.8958,,Southampton, Vasil,Plotcharsky
385,386,0,2,masculino,18.0,0,0,S.O.C. 14879,73.5,,Southampton, Charles Henry,Davies
386,387,0,3,masculino,1.0,5,2,CA 2144,46.9,,Southampton, Master. Sidney Leonard,Goodwin
387,388,1,2,feminino,36.0,0,0,27849,13.0,,Southampton, Kate,Buss
388,389,0,3,masculino,,0,0,367655,7.7292,,Queenstown, Matthew,Sadlier
389,390,1,2,feminino,17.0,0,0,SC 1748,12.0,,Cherbourg, Bertha,Lehmann
390,391,1,1,masculino,36.0,1,2,113760,120.0,B96 B98,Southampton, William Ernest,Carter
391,392,1,3,masculino,21.0,0,0,350034,7.7958,,Southampton, Carl Olof,Jansson
392,393,0,3,masculino,28.0,2,0,3101277,7.925,,Southampton, Johan Birger,Gustafsson
393,394,1,1,feminino,23.0,1,0,35273,113.275,D36,Cherbourg, Marjorie,Newell
394,395,1,3,feminino,24.0,0,2,PP 9549,16.7,G6,Southampton,Agnes Charlotta,Bengtsson
395,396,0,3,masculino,22.0,0,0,350052,7.7958,,Southampton, Erik,Johansson
396,397,0,3,feminino,31.0,0,0,350407,7.8542,,Southampton, Elina,Olsson
397,398,0,2,masculino,46.0,0,0,28403,26.0,,Southampton, Peter David,McKane
398,399,0,2,masculino,23.0,0,0,244278,10.5,,Southampton, Dr. Alfred,Pain
399,400,1,2,feminino,28.0,0,0,240929,12.65,,Southampton,Jessie,L
400,401,1,3,masculino,39.0,0,0,STON/O 2. 3101289,7.925,,Southampton, Juha,Niskanen
401,402,0,3,masculino,26.0,0,0,341826,8.05,,Southampton, John,Adams
402,403,0,3,feminino,21.0,1,0,4137,9.825,,Southampton, Mari Aina,Jussila
403,404,0,3,masculino,28.0,1,0,STON/O2. 3101279,15.85,,Southampton, Pekka Pietari,Hakkarainen
404,405,0,3,feminino,20.0,0,0,315096,8.6625,,Southampton, Marija,Oreskovic
405,406,0,2,masculino,34.0,1,0,28664,21.0,,Southampton, Shadrach,Gale
406,407,0,3,masculino,51.0,0,0,347064,7.75,,Southampton, Carl/Charles Peter,Widegren
407,408,1,2,masculino,3.0,1,1,29106,18.75,,Southampton, Master. William Rowe,Richards
408,409,0,3,masculino,21.0,0,0,312992,7.775,,Southampton, Hans Martin Monsen,Birkeland
409,410,0,3,feminino,,3,1,4133,25.4667,,Southampton, Ida,Lefebre
410,411,0,3,masculino,,0,0,349222,7.8958,,Southampton, Todor,Sdycoff
411,412,0,3,masculino,,0,0,394140,6.8583,,Queenstown, Henry,Hart
412,413,1,1,feminino,33.0,1,0,19928,90.0,C78,Queenstown, Daisy E,Minahan
413,414,0,2,masculino,,0,0,239853,0.0,,Southampton, Alfred Fleming,Cunningham
414,415,1,3,masculino,44.0,0,0,STON/O 2. 3101269,7.925,,Southampton, Johan Julian,Sundman
415,416,0,3,feminino,,0,0,343095,8.05,,Southampton,Annie Louise,Rowley
416,417,1,2,feminino,34.0,1,1,28220,32.5,,Southampton,Lulu Thorne,Christian
417,418,1,2,feminino,18.0,0,2,250652,13.0,,Southampton, Lyyli Karoliina,Silven
418,419,0,2,masculino,30.0,0,0,28228,13.0,,Southampton, William John,Matthews
419,420,0,3,feminino,10.0,0,2,345773,24.15,,Southampton, Catharina Van,Impe
420,421,0,3,masculino,,0,0,349254,7.8958,,Cherbourg, Stanio,Gheorgheff
421,422,0,3,masculino,21.0,0,0,A/5. 13032,7.7333,,Queenstown, David,Charters
422,423,0,3,masculino,29.0,0,0,315082,7.875,,Southampton, Leo,Zimmerman
423,424,0,3,feminino,28.0,1,1,347080,14.4,,Southampton,Anna Sigrid Maria,Brogren
424,425,0,3,masculino,18.0,1,1,370129,20.2125,,Southampton, Viktor Richard,Rosblom
425,426,0,3,masculino,,0,0,A/4. 34244,7.25,,Southampton, Phillippe,Wiseman
426,427,1,2,feminino,28.0,1,0,2003,26.0,,Southampton,Ada Maria,Winfield
427,428,1,2,feminino,19.0,0,0,250655,26.0,,Southampton,"""Kate Louise Phillips","Marshall"""
428,429,0,3,masculino,,0,0,364851,7.75,,Queenstown, James,Flynn
429,430,1,3,masculino,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton,Berk,Trembisky
430,431,1,1,masculino,28.0,0,0,110564,26.55,C52,Southampton, Mauritz Hakan,Bjornstrom-Steffansson
431,432,1,3,feminino,,1,0,376564,16.1,,Southampton,Florence Kate,White
432,433,1,2,feminino,42.0,1,0,SC/AH 3085,26.0,,Southampton,Alice Adelaide,Slow
433,434,0,3,masculino,17.0,0,0,STON/O 2. 3101274,7.125,,Southampton, Nikolai Erland,Kallio
434,435,0,1,masculino,50.0,1,0,13507,55.9,E44,Southampton, William Baird,Silvey
435,436,1,1,feminino,14.0,1,2,113760,120.0,B96 B98,Southampton, Lucile Polk,Carter
436,437,0,3,feminino,21.0,2,2,W./C. 6608,34.375,,Southampton," Doolina Margaret ""Daisy""",Ford
437,438,1,2,feminino,24.0,2,3,29106,18.75,,Southampton,Emily,Hocking
438,439,0,1,masculino,64.0,1,4,19950,263.0,C23 C25 C27,Southampton, Mark,Fortune
439,440,0,2,masculino,31.0,0,0,C.A. 18723,10.5,,Southampton, Johan Henrik Johannesson,Kvillner
440,441,1,2,feminino,45.0,1,1,F.C.C. 13529,26.25,,Southampton,Esther Ada,Bloomfield
441,442,0,3,masculino,20.0,0,0,345769,9.5,,Southampton, Leon,Hampe
442,443,0,3,masculino,25.0,1,0,347076,7.775,,Southampton, Johan Emil,Petterson
443,444,1,2,feminino,28.0,0,0,230434,13.0,,Southampton, Encarnacion,Reynaldo
444,445,1,3,masculino,,0,0,65306,8.1125,,Southampton, Bernt,Johannesen-Bratthammer
445,446,1,1,masculino,4.0,0,2,33638,81.8583,A34,Southampton, Master. Washington,Dodge
446,447,1,2,feminino,13.0,0,1,250644,19.5,,Southampton, Madeleine Violet,Mellinger
447,448,1,1,masculino,34.0,0,0,113794,26.55,,Southampton, Frederic Kimber,Seward
448,449,1,3,feminino,5.0,2,1,2666,19.2583,,Cherbourg, Marie Catherine,Baclini
449,450,1,1,masculino,52.0,0,0,113786,30.5,C104,Southampton, Major. Arthur Godfrey,Peuchen
450,451,0,2,masculino,36.0,1,2,C.A. 34651,27.75,,Southampton, Edwy Arthur,West
451,452,0,3,masculino,,1,0,65303,19.9667,,Southampton, Ingvald Olai Olsen,Hagland
452,453,0,1,masculino,30.0,0,0,113051,27.75,C111,Cherbourg, Benjamin Laventall,Foreman
453,454,1,1,masculino,49.0,1,0,17453,89.1042,C92,Cherbourg, Samuel L,Goldenberg
454,455,0,3,masculino,,0,0,A/5 2817,8.05,,Southampton, Joseph,Peduzzi
455,456,1,3,masculino,29.0,0,0,349240,7.8958,,Cherbourg, Ivan,Jalsevac
456,457,0,1,masculino,65.0,0,0,13509,26.55,E38,Southampton, Francis Davis,Millet
457,458,1,1,feminino,,1,0,17464,51.8625,D21,Southampton, Frederick (Marion),Kenyon
458,459,1,2,feminino,50.0,0,0,F.C.C. 13531,10.5,,Southampton, Ellen,Toomey
459,460,0,3,masculino,,0,0,371060,7.75,,Queenstown, Maurice,O'Connor
460,461,1,1,masculino,48.0,0,0,19952,26.55,E12,Southampton, Harry,Anderson
461,462,0,3,masculino,34.0,0,0,364506,8.05,,Southampton, William,Morley
462,463,0,1,masculino,47.0,0,0,111320,38.5,E63,Southampton, Arthur H,Gee
463,464,0,2,masculino,48.0,0,0,234360,13.0,,Southampton, Jacob Christian,Milling
464,465,0,3,masculino,,0,0,A/S 2816,8.05,,Southampton, Simon,Maisner
465,466,0,3,masculino,38.0,0,0,SOTON/O.Q. 3101306,7.05,,Southampton, Manuel Estanslas,Goncalves
466,467,0,2,masculino,,0,0,239853,0.0,,Southampton, William,Campbell
467,468,0,1,masculino,56.0,0,0,113792,26.55,,Southampton, John Montgomery,Smart
468,469,0,3,masculino,,0,0,36209,7.725,,Queenstown, James,Scanlan
469,470,1,3,feminino,0.75,2,1,2666,19.2583,,Cherbourg, Helene Barbara,Baclini
470,471,0,3,masculino,,0,0,323592,7.25,,Southampton, Arthur,Keefe
471,472,0,3,masculino,38.0,0,0,315089,8.6625,,Southampton, Luka,Cacic
472,473,1,2,feminino,33.0,1,2,C.A. 34651,27.75,,Southampton,Ada Mary,Worth
473,474,1,2,feminino,23.0,0,0,SC/AH Basle 541,13.7917,D,Cherbourg,Marie Marthe,Thuillard
474,475,0,3,feminino,22.0,0,0,7553,9.8375,,Southampton, Ida Sofia,Strandberg
475,476,0,1,masculino,,0,0,110465,52.0,A14,Southampton, George Quincy,Clifford
476,477,0,2,masculino,34.0,1,0,31027,21.0,,Southampton, Peter Henry,Renouf
477,478,0,3,masculino,29.0,1,0,3460,7.0458,,Southampton, Lewis Richard,Braund
478,479,0,3,masculino,22.0,0,0,350060,7.5208,,Southampton, Nils August,Karlsson
479,480,1,3,feminino,2.0,0,1,3101298,12.2875,,Southampton, Hildur E,Hirvonen
480,481,0,3,masculino,9.0,5,2,CA 2144,46.9,,Southampton, Master. Harold Victor,Goodwin
481,482,0,2,masculino,,0,0,239854,0.0,,Southampton," Anthony Wood ""Archie""",Frost
482,483,0,3,masculino,50.0,0,0,A/5 3594,8.05,,Southampton, Richard Henry,Rouse
483,484,1,3,feminino,63.0,0,0,4134,9.5875,,Southampton, (Hedwig),Turkula
484,485,1,1,masculino,25.0,1,0,11967,91.0792,B49,Cherbourg, Dickinson H,Bishop
485,486,0,3,feminino,,3,1,4133,25.4667,,Southampton, Jeannie,Lefebre
486,487,1,1,feminino,35.0,1,0,19943,90.0,C93,Southampton,Jane Anne,Forby
487,488,0,1,masculino,58.0,0,0,11771,29.7,B37,Cherbourg, Edward Austin,Kent
488,489,0,3,masculino,30.0,0,0,A.5. 18509,8.05,,Southampton, Francis William,Somerton
489,490,1,3,masculino,9.0,1,1,C.A. 37671,15.9,,Southampton," Master. Eden Leslie ""Neville""",Coutts
490,491,0,3,masculino,,1,0,65304,19.9667,,Southampton, Konrad Mathias Reiersen,Hagland
491,492,0,3,masculino,21.0,0,0,SOTON/OQ 3101317,7.25,,Southampton, Einar,Windelov
492,493,0,1,masculino,55.0,0,0,113787,30.5,C30,Southampton, Harry Markland,Molson
493,494,0,1,masculino,71.0,0,0,PC 17609,49.5042,,Cherbourg, Ramon,Artagaveytia
494,495,0,3,masculino,21.0,0,0,A/4 45380,8.05,,Southampton, Edward Roland,Stanley
495,496,0,3,masculino,,0,0,2627,14.4583,,Cherbourg, Gerious,Yousseff
496,497,1,1,feminino,54.0,1,0,36947,78.2667,D20,Cherbourg, Elizabeth Mussey,Eustis
497,498,0,3,masculino,,0,0,C.A. 6212,15.1,,Southampton, Frederick William,Shellard
498,499,0,1,feminino,25.0,1,2,113781,151.55,C22 C26,Southampton,Bessie Waldo,Daniels
499,500,0,3,masculino,24.0,0,0,350035,7.7958,,Southampton, Olof,Svensson
500,501,0,3,masculino,17.0,0,0,315086,8.6625,,Southampton, Petar,Calic
501,502,0,3,feminino,21.0,0,0,364846,7.75,,Queenstown, Mary,Canavan
502,503,0,3,feminino,,0,0,330909,7.6292,,Queenstown, Bridget Mary,O'Sullivan
503,504,0,3,feminino,37.0,0,0,4135,9.5875,,Southampton, Kristina Sofia,Laitinen
504,505,1,1,feminino,16.0,0,0,110152,86.5,B79,Southampton, Roberta,Maioni
505,506,0,1,masculino,18.0,1,0,PC 17758,108.9,C65,Cherbourg, Victor de Satode Penasco y,Castellana
506,507,1,2,feminino,33.0,0,2,26360,26.0,,Southampton,Jane,Richards
507,508,1,1,masculino,,0,0,111427,26.55,,Southampton,"""George Arthur","Brayton"""
508,509,0,3,masculino,28.0,0,0,C 4001,22.525,,Southampton, Henry Margido,Olsen
509,510,1,3,masculino,26.0,0,0,1601,56.4958,,Southampton, Fang,Lang
510,511,1,3,masculino,29.0,0,0,382651,7.75,,Queenstown, Eugene Patrick,Daly
511,512,0,3,masculino,,0,0,SOTON/OQ 3101316,8.05,,Southampton, James,Webber
512,513,1,1,masculino,36.0,0,0,PC 17473,26.2875,E25,Southampton, James Robert,McGough
513,514,1,1,feminino,54.0,1,0,PC 17603,59.4,,Cherbourg, Martin (Elizabeth L. Barrett),Rothschild
514,515,0,3,masculino,24.0,0,0,349209,7.4958,,Southampton, Satio,Coleff
515,516,0,1,masculino,47.0,0,0,36967,34.0208,D46,Southampton, William Anderson,Walker
516,517,1,2,feminino,34.0,0,0,C.A. 34260,10.5,F33,Southampton,Amelia,Milley
517,518,0,3,masculino,,0,0,371110,24.15,,Queenstown, Patrick,Ryan
518,519,1,2,feminino,36.0,1,0,226875,26.0,,Southampton,"Florence ""Mary"" Agnes",Hughes
519,520,0,3,masculino,32.0,0,0,349242,7.8958,,Southampton, Stefo,Pavlovic
520,521,1,1,feminino,30.0,0,0,12749,93.5,B73,Southampton, Anne,Perreault
521,522,0,3,masculino,22.0,0,0,349252,7.8958,,Southampton, Janko,Vovk
522,523,0,3,masculino,,0,0,2624,7.225,,Cherbourg, Sarkis,Lahoud
523,524,1,1,feminino,44.0,0,1,111361,57.9792,B18,Cherbourg,Ida Sophia,Fischer
524,525,0,3,masculino,,0,0,2700,7.2292,,Cherbourg, Fared,Kassem
525,526,0,3,masculino,40.5,0,0,367232,7.75,,Queenstown, James,Farrell
526,527,1,2,feminino,50.0,0,0,W./C. 14258,10.5,,Southampton, Lucy,Ridsdale
527,528,0,1,masculino,,0,0,PC 17483,221.7792,C95,Southampton, John,Farthing
528,529,0,3,masculino,39.0,0,0,3101296,7.925,,Southampton, Johan Werner,Salonen
529,530,0,2,masculino,23.0,2,1,29104,11.5,,Southampton, Richard George,Hocking
530,531,1,2,feminino,2.0,1,1,26360,26.0,,Southampton, Phyllis May,Quick
531,532,0,3,masculino,,0,0,2641,7.2292,,Cherbourg, Nakli,Toufik
532,533,0,3,masculino,17.0,1,1,2690,7.2292,,Cherbourg, Joseph Jr,Elias
533,534,1,3,feminino,,0,2,2668,22.3583,,Cherbourg,Catherine,Rizk
534,535,0,3,feminino,30.0,0,0,315084,8.6625,,Southampton, Marija,Cacic
535,536,1,2,feminino,7.0,0,2,F.C.C. 13529,26.25,,Southampton, Eva Miriam,Hart
536,537,0,1,masculino,45.0,0,0,113050,26.55,B38,Southampton, Major. Archibald Willingham,Butt
537,538,1,1,feminino,30.0,0,0,PC 17761,106.425,,Cherbourg, Bertha,LeRoy
538,539,0,3,masculino,,0,0,364498,14.5,,Southampton, Samuel Beard,Risien
539,540,1,1,feminino,22.0,0,2,13568,49.5,B39,Cherbourg, Hedwig Margaritha,Frolicher
540,541,1,1,feminino,36.0,0,2,WE/P 5735,71.0,B22,Southampton, Harriet R,Crosby
541,542,0,3,feminino,9.0,4,2,347082,31.275,,Southampton, Ingeborg Constanzia,Andersson
542,543,0,3,feminino,11.0,4,2,347082,31.275,,Southampton, Sigrid Elisabeth,Andersson
543,544,1,2,masculino,32.0,1,0,2908,26.0,,Southampton, Edward,Beane
544,545,0,1,masculino,50.0,1,0,PC 17761,106.425,C86,Cherbourg, Walter Donald,Douglas
545,546,0,1,masculino,64.0,0,0,693,26.0,,Southampton, Arthur Ernest,Nicholson
546,547,1,2,feminino,19.0,1,0,2908,26.0,,Southampton,Ethel,Clarke
547,548,1,2,masculino,,0,0,SC/PARIS 2146,13.8625,,Cherbourg, Julian Padro y,Manent
548,549,0,3,masculino,33.0,1,1,363291,20.525,,Southampton, Frank John,Goldsmith
549,550,1,2,masculino,8.0,1,1,C.A. 33112,36.75,,Southampton, Master. John Morgan Jr,Davies
550,551,1,1,masculino,17.0,0,2,17421,110.8833,C70,Cherbourg, John Borland Jr,Thayer
551,552,0,2,masculino,27.0,0,0,244358,26.0,,Southampton, Percival James R,Sharp
552,553,0,3,masculino,,0,0,330979,7.8292,,Queenstown, Timothy,O'Brien
553,554,1,3,masculino,22.0,0,0,2620,7.225,,Cherbourg,"""Philip","Zenni"""
554,555,1,3,feminino,22.0,0,0,347085,7.775,,Southampton, Velin,Ohman
555,556,0,1,masculino,62.0,0,0,113807,26.55,,Southampton, George,Wright
556,557,1,1,feminino,48.0,1,0,11755,39.6,A16,Cherbourg,Lucille Christiana,Sutherland
557,558,0,1,masculino,,0,0,PC 17757,227.525,,Cherbourg, Victor,Robbins
558,559,1,1,feminino,39.0,1,1,110413,79.65,E67,Southampton,Tillie,Mandelbaum
559,560,1,3,feminino,36.0,1,0,345572,17.4,,Southampton, Guillaume Joseph (Emma) de,Messemaeker
560,561,0,3,masculino,,0,0,372622,7.75,,Queenstown, Thomas Rowan,Morrow
561,562,0,3,masculino,40.0,0,0,349251,7.8958,,Southampton, Husein,Sivic
562,563,0,2,masculino,28.0,0,0,218629,13.5,,Southampton, Robert Douglas,Norman
563,564,0,3,masculino,,0,0,SOTON/OQ 392082,8.05,,Southampton, John,Simmons
564,565,0,3,feminino,,0,0,SOTON/O.Q. 392087,8.05,,Southampton,Marion,Ogden
565,566,0,3,masculino,24.0,2,0,A/4 48871,24.15,,Southampton, Alfred J,Davies
566,567,0,3,masculino,19.0,0,0,349205,7.8958,,Southampton, Ilia,Stoytcheff
567,568,0,3,feminino,29.0,0,4,349909,21.075,,Southampton,Alma Cornelia,Berglund
568,569,0,3,masculino,,0,0,2686,7.2292,,Cherbourg, Tannous,Doharr
569,570,1,3,masculino,32.0,0,0,350417,7.8542,,Southampton, Carl,Jonsson
570,571,1,2,masculino,62.0,0,0,S.W./PP 752,10.5,,Southampton, George,Harris
571,572,1,1,feminino,53.0,2,0,11769,51.4792,C101,Southampton,Charlotte,Lamson
572,573,1,1,masculino,36.0,0,0,PC 17474,26.3875,E25,Southampton," John Irwin (""Irving"")",Flynn
573,574,1,3,feminino,,0,0,14312,7.75,,Queenstown, Mary,Kelly
574,575,0,3,masculino,16.0,0,0,A/4. 20589,8.05,,Southampton, Alfred George John,Rush
575,576,0,3,masculino,19.0,0,0,358585,14.5,,Southampton, George,Patchett
576,577,1,2,feminino,34.0,0,0,243880,13.0,,Southampton, Ethel,Garside
577,578,1,1,feminino,39.0,1,0,13507,55.9,E44,Southampton,Alice,Munger
578,579,0,3,feminino,,1,0,2689,14.4583,,Cherbourg,Maria,Elias
579,580,1,3,masculino,32.0,0,0,STON/O 2. 3101286,7.925,,Southampton, Eiriik,Jussila
580,581,1,2,feminino,25.0,1,1,237789,30.0,,Southampton, Julie Rachel,Christy
581,582,1,1,feminino,39.0,1,1,17421,110.8833,C68,Cherbourg,Marian Longstreth,Morris
582,583,0,2,masculino,54.0,0,0,28403,26.0,,Southampton, William James,Downton
583,584,0,1,masculino,36.0,0,0,13049,40.125,A10,Cherbourg, John Hugo,Ross
